detector,dataset,granularity,vocab_id,strategy,threshold,risk,coverage,ucb_risk,num_kept,num_errors,worst_group,worst_group_risk,worst_group_ucb
mock,toy_det,coarse,34774e738af0,flat,0.28128887908143063,1.0,1.0,0.8608710702555804,311,257,,,
mock,toy_det,coarse,34774e738af0,flat,0.2934794036570155,1.0,0.9710610932475884,0.8836690131402628,302,257,,,
mock,toy_det,coarse,34774e738af0,flat,0.29973772218975603,1.0,0.9421221864951769,0.9013852311438899,293,255,,,
mock,toy_det,coarse,34774e738af0,flat,0.307502248113868,1.0,0.9228295819935691,0.9054572346220522,287,251,,,
mock,toy_det,coarse,34774e738af0,flat,0.31730133599825716,1.0,0.8938906752411575,0.9118405091924644,278,245,,,
mock,toy_det,coarse,34774e738af0,flat,0.3237126742645712,1.0,0.8778135048231511,0.9229584061430522,273,244,,,
mock,toy_det,coarse,34774e738af0,flat,0.34147998889109377,1.0,0.8617363344051447,0.9311294325618706,268,242,,,
mock,toy_det,coarse,34774e738af0,flat,0.4472957277170277,1.0,0.8488745980707395,0.9300717280468123,264,238,,,
mock,toy_det,coarse,34774e738af0,flat,0.4502120402512887,1.0,0.8360128617363344,0.9289810177733424,260,234,,,
mock,toy_det,coarse,34774e738af0,flat,0.456489215125586,1.0,0.8167202572347267,0.9272796048199061,254,228,,,
mock,toy_det,coarse,34774e738af0,flat,0.46684705396613496,1.0,0.7877813504823151,0.9245688746673629,245,219,,,
mock,toy_det,coarse,34774e738af0,flat,0.47330632352434765,1.0,0.77491961414791,0.9232981187363039,241,215,,,
mock,toy_det,coarse,34774e738af0,flat,0.47845386485794233,1.0,0.752411575562701,0.9209680969897168,234,208,,,
mock,toy_det,coarse,34774e738af0,flat,0.4843619988323416,1.0,0.729903536977492,0.9184920148045764,227,201,,,
mock,toy_det,coarse,34774e738af0,flat,0.4887678936115156,1.0,0.7009646302250804,0.9150708190270292,218,192,,,
mock,toy_det,coarse,34774e738af0,flat,0.49252508884344676,1.0,0.6913183279742765,0.9138656602860755,215,189,,,
mock,toy_det,coarse,34774e738af0,flat,0.49700030522940686,1.0,0.6688102893890675,0.9109159841952654,208,182,,,
mock,toy_det,coarse,34774e738af0,flat,0.5024368626141228,1.0,0.6559485530546624,0.9091378886319348,204,178,,,
mock,toy_det,coarse,34774e738af0,flat,0.514195182539483,1.0,0.6334405144694534,0.9145559750230952,197,173,,,
mock,toy_det,coarse,34774e738af0,flat,0.5221253244120103,1.0,0.6237942122186495,0.917601135615442,194,171,,,
mock,toy_det,coarse,34774e738af0,flat,0.5269865766941907,1.0,0.6045016077170418,0.9149241071833651,188,165,,,
mock,toy_det,coarse,34774e738af0,flat,0.5311259922360368,1.0,0.5659163987138264,0.9090116091861493,176,153,,,
mock,toy_det,coarse,34774e738af0,flat,0.5353672996544723,1.0,0.5337620578778135,0.9136415431990919,166,145,,,
mock,toy_det,coarse,34774e738af0,flat,0.5387134104238899,1.0,0.5080385852090032,0.9091801026203311,158,137,,,
mock,toy_det,coarse,34774e738af0,flat,0.5423687558852849,1.0,0.4887459807073955,0.9165758838279962,152,133,,,
mock,toy_det,coarse,34774e738af0,flat,0.5452726950167859,1.0,0.4630225080385852,0.9118443589354811,144,125,,,
mock,toy_det,coarse,34774e738af0,flat,0.5484930757806263,1.0,0.4405144694533762,0.9253567218627963,137,121,,,
mock,toy_det,coarse,34774e738af0,flat,0.5513875090838685,1.0,0.4180064308681672,0.9275146121531369,130,115,,,
mock,toy_det,coarse,34774e738af0,flat,0.5547198727028395,1.0,0.3954983922829582,0.9298611733457862,123,109,,,
mock,toy_det,coarse,34774e738af0,flat,0.558750847808967,1.0,0.38263665594855306,0.9341602758788163,119,106,,,
mock,toy_det,coarse,34774e738af0,flat,0.5622091919934061,1.0,0.36977491961414793,0.9318242119153061,115,102,,,
