detector,dataset,granularity,vocab_id,strategy,alpha,selected_threshold,calib_ucb_risk,calib_empirical_risk,calib_coverage,test_achieved_risk,test_achieved_coverage,test_num_kept,test_num_errors,ucb_method,delta,calib_guarantee_margin,test_margin,target_met_on_test
mock,toy_det,coarse,1dff153c87c3,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,coarse,627e9160820b,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,coarse,627e9160820b,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,coarse,627e9160820b,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,coarse,627e9160820b,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,coarse,627e9160820b,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,coarse,627e9160820b,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,coarse,72302dfd90d4,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,coarse,72302dfd90d4,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,coarse,72302dfd90d4,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,coarse,72302dfd90d4,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,coarse,72302dfd90d4,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,coarse,72302dfd90d4,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,coarse,dc98c3deb768,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,coarse,dc98c3deb768,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,coarse,dc98c3deb768,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,coarse,dc98c3deb768,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,coarse,dc98c3deb768,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,coarse,dc98c3deb768,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,14e2bfec98a1,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,14e2bfec98a1,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,14e2bfec98a1,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,14e2bfec98a1,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,14e2bfec98a1,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,14e2bfec98a1,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,4378717635e1,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,4378717635e1,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,4378717635e1,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,4378717635e1,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,4378717635e1,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,4378717635e1,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,80a9718ced4a,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,80a9718ced4a,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,80a9718ced4a,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,80a9718ced4a,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,80a9718ced4a,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,80a9718ced4a,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,e59062993621,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,e59062993621,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,e59062993621,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,e59062993621,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,e59062993621,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,e59062993621,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,ee9ac38a8759,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,ee9ac38a8759,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,ee9ac38a8759,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,ee9ac38a8759,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,ee9ac38a8759,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,ee9ac38a8759,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,f33b0055e494,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,f33b0055e494,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,f33b0055e494,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,fine,f33b0055e494,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,fine,f33b0055e494,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,fine,f33b0055e494,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,0543f0e26ca1,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,0543f0e26ca1,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,0543f0e26ca1,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,0543f0e26ca1,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,0543f0e26ca1,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,0543f0e26ca1,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,0ad460c39c68,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,0ad460c39c68,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,0ad460c39c68,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,0ad460c39c68,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,0ad460c39c68,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,0ad460c39c68,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,15dc1ad69bc7,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,15dc1ad69bc7,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,15dc1ad69bc7,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,15dc1ad69bc7,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,15dc1ad69bc7,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,15dc1ad69bc7,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,57a92d78d9ce,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,57a92d78d9ce,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,57a92d78d9ce,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,57a92d78d9ce,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,57a92d78d9ce,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,57a92d78d9ce,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,cc1734c20a35,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,cc1734c20a35,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,cc1734c20a35,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,cc1734c20a35,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,cc1734c20a35,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,cc1734c20a35,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,dc8760bde80b,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,dc8760bde80b,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,dc8760bde80b,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,mixed,dc8760bde80b,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,mixed,dc8760bde80b,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,mixed,dc8760bde80b,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,4d7a6bafc989,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,4d7a6bafc989,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,4d7a6bafc989,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,4d7a6bafc989,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,4d7a6bafc989,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,4d7a6bafc989,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,a99f9fed4111,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,a99f9fed4111,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,a99f9fed4111,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,a99f9fed4111,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,a99f9fed4111,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,a99f9fed4111,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,b6aaf4f690a6,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,b6aaf4f690a6,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,b6aaf4f690a6,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,b6aaf4f690a6,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,b6aaf4f690a6,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,b6aaf4f690a6,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,cb0fc817f65f,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,cb0fc817f65f,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,cb0fc817f65f,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,cb0fc817f65f,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,cb0fc817f65f,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,cb0fc817f65f,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,d4875f870eb4,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,d4875f870eb4,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,d4875f870eb4,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,d4875f870eb4,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,d4875f870eb4,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,d4875f870eb4,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,ff2833e7c242,flat,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,ff2833e7c242,flat,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,ff2833e7c242,flat,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
mock,toy_det,standard,ff2833e7c242,hierarchy,0.05,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.03759536194959098,0.05,True
mock,toy_det,standard,ff2833e7c242,hierarchy,0.1,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.08759536194959099,0.1,True
mock,toy_det,standard,ff2833e7c242,hierarchy,0.2,0.79092,0.012404638050409016,1.0,1.0,0.0,1.0,720,0,clopper_pearson,0.05,0.187595361949591,0.2,True
