detector,dataset,granularity,vocab_id,strategy,threshold,risk,coverage,ucb_risk,num_kept,num_errors,worst_group,worst_group_risk,worst_group_ucb
mock,toy_det,coarse,34774e738af0,flat,0.6183101380427315,1.0,0.04428044280442804,1.0,12,12,,,
mock,toy_det,coarse,34774e738af0,flat,0.6283302949574979,1.0,0.02952029520295203,1.0,8,8,,,
mock,toy_det,coarse,34774e738af0,flat,0.6502949368147101,1.0,0.0036900369003690036,1.0,1,1,,,
mock,toy_det,coarse,34774e738af0,flat,1.0,0.0,0.0,1.0,0,0,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.29752425431286805,1.0,1.0,0.4424684286081104,271,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.31025946348106254,1.0,0.981549815498155,0.4504202057565539,266,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.31480390600924985,1.0,0.948339483394834,0.4654709361273518,257,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.3228854729373604,1.0,0.9446494464944649,0.4672049740804321,256,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.33413336266914123,1.0,0.922509225092251,0.47788392256636364,250,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.3459760089763602,1.0,0.9003690036900369,0.4890570780578322,244,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.3514652940963249,1.0,0.8745387453874539,0.5027632743225933,237,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.36068529613487066,1.0,0.8597785977859779,0.5109415180252654,233,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.3689045156973358,1.0,0.8450184501845018,0.5193865997180525,229,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.37597163150736107,1.0,0.8228782287822878,0.5325831727854031,223,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.38598539634615486,1.0,0.7970479704797048,0.5488386090399664,216,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.4472957277170277,1.0,0.7749077490774908,0.5635684532204343,210,106,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.456489215125586,1.0,0.7601476014760148,0.5546418433962923,206,102,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.4626035468208601,1.0,0.7343173431734318,0.5380975023525416,199,95,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.47330632352434765,1.0,0.7158671586715867,0.5254963836458628,194,90,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.49066131422814446,1.0,0.6863468634686347,0.5038155663976784,186,82,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5046332856956658,1.0,0.6642066420664207,0.5084919992396857,180,80,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5160634158479396,1.0,0.6494464944649446,0.5193452734345572,176,80,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5234190396546545,1.0,0.6346863468634686,0.5306643106407196,172,80,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5313956145006085,1.0,0.6199261992619927,0.5424789151530633,168,80,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5356965118088055,1.0,0.5977859778597786,0.5612013352537571,162,80,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.540634460998563,1.0,0.5867158671586716,0.5710452374023647,159,80,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5437310457729816,1.0,0.5645756457564576,0.5917809258470972,153,80,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5466283454374212,1.0,0.5424354243542435,0.6074124263311356,147,79,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5502357553910628,1.0,0.5166051660516605,0.6283394524895494,140,78,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5528441249203133,1.0,0.4907749077490775,0.6367657658340669,133,75,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5556489669083491,1.0,0.47232472324723246,0.6593639736503569,128,75,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.556132153757564,1.0,0.4575645756457565,0.6477558819064391,124,71,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5593132298160185,1.0,0.4317343173431734,0.6582613335699077,117,68,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5634678251408893,1.0,0.41697416974169743,0.6708080539232365,113,67,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5666487277621696,1.0,0.4022140221402214,0.6841699927341648,109,66,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5703922910271034,1.0,0.3763837638376384,0.7166189482323577,102,65,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5726144255307768,1.0,0.36900369003690037,0.7292455381884444,100,65,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5754428380898746,1.0,0.3505535055350554,0.7337263043934528,95,62,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5774049081705884,1.0,0.3284132841328413,0.7355301429967389,89,58,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5777031354638756,1.0,0.2988929889298893,0.7078364470864215,81,50,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5791058733871546,1.0,0.2656826568265683,0.7458174850055397,72,47,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5820795449493484,1.0,0.24723247232472326,0.7794221752273365,67,46,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5848982993772024,1.0,0.22509225092250923,0.7998133445913014,61,43,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5865302822672881,1.0,0.2029520295202952,0.7766544476559499,55,37,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5884370676765849,1.0,0.18081180811808117,0.8009006238280957,49,34,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5920422983727214,1.0,0.15498154981549817,0.8647484965229808,42,32,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5941233852111645,1.0,0.13284132841328414,0.9050055133604515,36,29,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5967433936799638,1.0,0.12546125461254612,0.9202398515891037,34,28,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.5997317132287681,1.0,0.08856088560885608,0.9409916561351246,24,20,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.6033547239769321,1.0,0.07011070110701106,0.9555351575544222,19,16,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.6109295222662049,1.0,0.055350553505535055,0.9757742675314633,15,13,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.6183101380427315,1.0,0.04428044280442804,0.9695398343408628,12,10,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.6283302949574979,1.0,0.02952029520295203,0.993608849045455,8,7,,,
mock,toy_det,coarse,34774e738af0,hierarchy,0.6502949368147101,1.0,0.0036900369003690036,1.0,1,1,,,
mock,toy_det,coarse,34774e738af0,hierarchy,1.0,0.0,0.0,1.0,0,0,,,
mock,toy_det,coarse,34774e738af0,groupwise,0.29752425431286805,0.39114391143911437,1.0,0.5890083991907165,271,106,night,0.4745762711864407,0.5890083991907165
mock,toy_det,coarse,34774e738af0,groupwise,0.31025946348106254,0.39849624060150374,0.981549815498155,0.636567683805551,266,106,night,0.5185185185185185,0.636567683805551
mock,toy_det,coarse,34774e738af0,groupwise,0.31480390600924985,0.41245136186770426,0.948339483394834,0.7430559104812098,257,106,night,0.6222222222222222,0.7430559104812098
mock,toy_det,coarse,34774e738af0,groupwise,0.3228854729373604,0.4140625,0.9446494464944649,0.7568944037233193,256,106,night,0.6363636363636364,0.7568944037233193
mock,toy_det,coarse,34774e738af0,groupwise,0.33413336266914123,0.424,0.922509225092251,0.7711858972552096,250,106,night,0.6511627906976745,0.7711858972552096
mock,toy_det,coarse,34774e738af0,groupwise,0.3459760089763602,0.4344262295081967,0.9003690036900369,0.8497179765232901,244,106,night,0.7368421052631579,0.8497179765232901
mock,toy_det,coarse,34774e738af0,groupwise,0.3514652940963249,0.4472573839662447,0.8745387453874539,0.9561545559073756,237,106,night,0.875,0.9561545559073756
mock,toy_det,coarse,34774e738af0,groupwise,0.36068529613487066,0.45493562231759654,0.8597785977859779,1.0,233,106,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.3689045156973358,0.462882096069869,0.8450184501845018,1.0,229,106,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.37597163150736107,0.47533632286995514,0.8228782287822878,1.0,223,106,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.38598539634615486,0.49074074074074076,0.7970479704797048,1.0,216,106,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.4472957277170277,0.5047619047619047,0.7749077490774908,1.0,210,106,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.456489215125586,0.49514563106796117,0.7601476014760148,1.0,206,102,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.4626035468208601,0.47738693467336685,0.7343173431734318,1.0,199,95,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.47330632352434765,0.4639175257731959,0.7158671586715867,1.0,194,90,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.49066131422814446,0.44086021505376344,0.6863468634686347,1.0,186,82,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5046332856956658,0.4444444444444444,0.6642066420664207,1.0,180,80,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5160634158479396,0.45454545454545453,0.6494464944649446,1.0,176,80,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5234190396546545,0.46511627906976744,0.6346863468634686,1.0,172,80,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5313956145006085,0.47619047619047616,0.6199261992619927,1.0,168,80,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5356965118088055,0.49382716049382713,0.5977859778597786,1.0,162,80,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.540634460998563,0.5031446540880503,0.5867158671586716,1.0,159,80,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5437310457729816,0.5228758169934641,0.5645756457564576,1.0,153,80,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5466283454374212,0.5374149659863946,0.5424354243542435,1.0,147,79,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5502357553910628,0.5571428571428572,0.5166051660516605,1.0,140,78,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5528441249203133,0.5639097744360902,0.4907749077490775,1.0,133,75,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5556489669083491,0.5859375,0.47232472324723246,1.0,128,75,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.556132153757564,0.5725806451612904,0.4575645756457565,1.0,124,71,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5593132298160185,0.5811965811965812,0.4317343173431734,1.0,117,68,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5634678251408893,0.5929203539823009,0.41697416974169743,1.0,113,67,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5666487277621696,0.6055045871559633,0.4022140221402214,1.0,109,66,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5703922910271034,0.6372549019607843,0.3763837638376384,1.0,102,65,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5726144255307768,0.65,0.36900369003690037,1.0,100,65,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5754428380898746,0.6526315789473685,0.3505535055350554,1.0,95,62,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5774049081705884,0.651685393258427,0.3284132841328413,1.0,89,58,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5777031354638756,0.6172839506172839,0.2988929889298893,1.0,81,50,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5791058733871546,0.6527777777777778,0.2656826568265683,1.0,72,47,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5820795449493484,0.6865671641791045,0.24723247232472326,1.0,67,46,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5848982993772024,0.7049180327868853,0.22509225092250923,1.0,61,43,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5865302822672881,0.6727272727272727,0.2029520295202952,1.0,55,37,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5884370676765849,0.6938775510204082,0.18081180811808117,1.0,49,34,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5920422983727214,0.7619047619047619,0.15498154981549817,1.0,42,32,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5941233852111645,0.8055555555555556,0.13284132841328414,1.0,36,29,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5967433936799638,0.8235294117647058,0.12546125461254612,1.0,34,28,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.5997317132287681,0.8333333333333334,0.08856088560885608,1.0,24,20,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.6033547239769321,0.8421052631578947,0.07011070110701106,1.0,19,16,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.6109295222662049,0.8666666666666667,0.055350553505535055,1.0,15,13,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.6183101380427315,0.8333333333333334,0.04428044280442804,1.0,12,10,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.6283302949574979,0.875,0.02952029520295203,1.0,8,7,night,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,0.6502949368147101,1.0,0.0036900369003690036,1.0,1,1,daytime,1.0,1.0
mock,toy_det,coarse,34774e738af0,groupwise,1.0,0.0,0.0,1.0,0,0,daytime,1.0,1.0
mock,toy_det,coarse,4d7ee6fae11a,flat,0.29829151241203206,1.0,1.0,0.501565928982757,288,130,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.32370699766903727,1.0,0.9722222222222222,0.48657944969696654,280,122,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.33838133557609146,1.0,0.9479166666666666,0.4726952272804611,273,115,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.3636560509480425,1.0,0.9305555555555556,0.4623012107909565,268,110,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.39007647516462446,1.0,0.9236111111111112,0.45802591510869245,266,108,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.45823125499773154,1.0,0.9097222222222222,0.4569885909837772,262,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.472220027906018,1.0,0.8819444444444444,0.4707117208085787,254,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.4789710663921984,1.0,0.8506944444444444,0.48715913839715425,245,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.4847187115085981,1.0,0.8263888888888888,0.5007589588427375,238,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.49194072294790236,1.0,0.8090277777777778,0.5109415180252654,233,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5010170930994173,1.0,0.7881944444444444,0.5237132313158652,227,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5102208267594963,1.0,0.78125,0.5281115049106808,225,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5182589946221962,1.0,0.7604166666666666,0.5417539787847412,219,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5223847595089355,1.0,0.7256944444444444,0.5660992063463086,209,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.527251581609627,1.0,0.7118055555555556,0.5764490685150385,205,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.530611001665757,1.0,0.6875,0.5954813784825386,198,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5341317421244526,1.0,0.65625,0.6218306006716228,189,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5376941155990724,1.0,0.6388888888888888,0.6374720013569745,184,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5410520685172199,1.0,0.6145833333333334,0.6606935547358546,177,106,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5451382714319201,1.0,0.5902777777777778,0.6799785735589058,170,105,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5498222873928476,1.0,0.5729166666666666,0.6872215245845945,165,103,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5529491204748621,1.0,0.5590277777777778,0.7027525810499149,161,103,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5560790306988758,1.0,0.5416666666666666,0.7231263933378441,156,103,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5593549684778844,1.0,0.5173611111111112,0.7410715241203272,149,101,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5619655000235283,1.0,0.4861111111111111,0.7569996272227913,140,97,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5651331086015627,1.0,0.46875,0.7749839202384122,135,96,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5679705424836522,1.0,0.4479166666666667,0.7854024124317714,129,93,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5684340693477358,1.0,0.4166666666666667,0.7762589285430489,120,85,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5689928282493284,1.0,0.3923611111111111,0.7698901782237575,113,79,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5708654429186527,1.0,0.3784722222222222,0.7694538326775234,109,76,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5730628720653498,1.0,0.3541666666666667,0.7796819364136387,102,72,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5740319178162896,1.0,0.3333333333333333,0.765261107311525,96,66,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.576610555231583,1.0,0.3125,0.7790570189976651,90,63,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5796190834735627,1.0,0.2951388888888889,0.7970483792232227,85,61,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5824881023071976,1.0,0.28125,0.7975134382690063,81,58,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5860559365337017,1.0,0.2638888888888889,0.8182767525872021,76,56,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5891368588297847,1.0,0.2465277777777778,0.8413234117187083,71,54,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5920683647254674,1.0,0.22569444444444445,0.8520387561881015,65,50,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5958173799842071,1.0,0.21180555555555555,0.8690842599477397,61,48,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.5982505203279749,1.0,0.1909722222222222,0.8835954624645377,55,44,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.6026212053429607,1.0,0.16666666666666666,0.9294995023574062,48,41,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.606730468746191,1.0,0.14930555555555555,0.9675980059868731,43,39,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.6125122840180286,1.0,0.1284722222222222,0.977535479569417,37,34,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.6225672007774435,1.0,0.1076388888888889,1.0,31,31,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.6355754784506068,1.0,0.09375,1.0,27,27,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.6687422115503789,1.0,0.0798611111111111,1.0,23,23,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.674950476720521,1.0,0.059027777777777776,1.0,17,17,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.6821192091483099,1.0,0.03819444444444445,1.0,11,11,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.6952730715227747,1.0,0.017361111111111112,1.0,5,5,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,0.7177328358416861,0.0,0.0,1.0,0,0,,,
mock,toy_det,coarse,4d7ee6fae11a,flat,1.0,0.0,0.0,1.0,0,0,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.29829151241203206,1.0,1.0,0.501565928982757,288,130,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.32370699766903727,1.0,0.9722222222222222,0.48657944969696654,280,122,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.33838133557609146,1.0,0.9479166666666666,0.4726952272804611,273,115,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.3636560509480425,1.0,0.9305555555555556,0.4623012107909565,268,110,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.39007647516462446,1.0,0.9236111111111112,0.45802591510869245,266,108,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.45823125499773154,1.0,0.9097222222222222,0.4569885909837772,262,106,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.472220027906018,1.0,0.8819444444444444,0.4707117208085787,254,106,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.4789710663921984,1.0,0.8506944444444444,0.48715913839715425,245,106,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.4847187115085981,1.0,0.8263888888888888,0.5007589588427375,238,106,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.49194072294790236,1.0,0.8090277777777778,0.5109415180252654,233,106,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.5010170930994173,1.0,0.7881944444444444,0.5237132313158652,227,106,,,
mock,toy_det,coarse,4d7ee6fae11a,hierarchy,0.5102208267594963,1.0,0.78125,0.5281115049106808,225,106,,,
