detector,dataset,granularity,mAP_mean,mAP_ci95_low,mAP_ci95_high,drop_from_standard_mAP,robustness_to_standard,mAP_95ci
mock,toy_det,coarse,0.8455315160364846,0.8455315160364846,0.8455315160364846,-0.2818438386788282,1.5,"0.8455 [0.8455, 0.8455]"
mock,toy_det,fine,0.8455315160364846,0.8455315160364846,0.8455315160364846,-0.2818438386788282,1.5,"0.8455 [0.8455, 0.8455]"
mock,toy_det,mixed,0.8455315160364846,0.8455315160364846,0.8455315160364846,-0.2818438386788282,1.5,"0.8455 [0.8455, 0.8455]"
mock,toy_det,standard,0.5636876773576563,0.011273753547153,1.1161016011681597,0.0,1.0,"0.5637 [0.0113, 1.1161]"
